"unid","gender","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","financial_situation_now","financial_situation_5years","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age_squared","survey_year","survey_month"
56117,"1","0","1","0",5,4,0,NA,"0","1",2,10,"0",NA,NA,8,NA,10,576,2018,3
58196,"0","0","0","1",3,NA,0,1,"1","1",3,8,"0",6,NA,4,NA,3,484,2016,5
15214,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,784,2017,7
321,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,NA,2018,5
93363,"1","0","1","1",5,NA,1,3,"1","1",5,8,"1",6,5,2,3,2,400,2017,11
78726,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4,NA,NA,441,2017,1
44151,"1","0","0","0",2,NA,0,1,"0","1",10,10,"1",4,5,9,NA,1,576,2016,8
70294,"0","0","0","0",0,NA,0,0,"0","0",1,9,"0",6,NA,2,NA,8,529,2017,11
47309,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,5,4,NA,NA,625,2018,6
52123,"1","0","1","0",3,NA,0,1,"1","1",1,10,"1",6,NA,5,NA,12,529,2016,8
10624,"0","0","1","1",3,3,0,NA,"0","1",2,8,"1",NA,NA,7,NA,3,841,2018,3
77485,"0","0","1","0",4,3,1,NA,"1","0",5,9,"1",NA,NA,6,NA,6,441,2017,3
8126,"0","0","1","0",4,NA,2,1,"0","1",1,10,"0",5,5,4,3,12,784,2016,7
84749,"0","1","0","0",3,NA,0,1,"1","1",2,10,"1",7,8,4,3,8,441,2017,7
83756,"1","0","0","1",5,3,0,NA,"0","1",1,5,"1",NA,NA,5,NA,1,441,2017,12
29421,"0","0","0","0",2,NA,1,1,"1","1",NA,NA,"1",5,4,1,NA,NA,625,2016,7
72406,"1","0","0","0",2,0,0,NA,"0","1",1,6,"1",NA,NA,0,NA,7,529,2018,1
2215,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,2,2,NA,1089,2018,8
42303,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,3,NA,NA,676,2018,10
8129,"0","0","0","1",5,NA,1,1,"1","1",2,3,"0",3,2,8,NA,2,784,2016,5
44323,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,625,2018,2
30719,"1","0","1","1",4,NA,0,2,"0","1",1,10,"1",4,4,0,NA,10,625,2016,11
65699,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,529,2018,5
17458,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,8,NA,NA,784,2018,6
67405,"0","0","0","1",2,1,1,NA,"0","1",2,8,"0",8,7,4,5,6,529,2017,7
10898,"1","0","0","1",2,2,1,NA,"0","1",1,8,"1",NA,NA,6,NA,6,841,2018,4
12682,"0","0","0","0",3,NA,2,1,"1","1",1,10,"1",6,2,5,1,10,729,2016,6
1751,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,1089,2018,5
3656,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,1024,2018,5
34698,"0","1","0","1",4,NA,0,0,"1","0",4,9,"0",4,NA,2,NA,3,676,2017,9
52261,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,6,8,5,NA,625,2018,8
8824,"0","1","0","0",3,NA,1,1,"0","1",3,5,"1",5,NA,1,NA,1,841,2017,5
3599,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,5,3,NA,900,2016,10
83714,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,400,2016,5
72305,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,484,2017,1
55085,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,5,8,NA,NA,484,2016,5
43438,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,8,9,NA,NA,676,2018,7
88322,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,441,2018,5
1542,"0","0","0","0",4,2,2,NA,"0","1",3,7,"0",3,NA,9,NA,4,1024,2017,2
27950,"0","0","0","1",7,NA,1,1,"1","1",1,4,"0",6,NA,6,NA,4,625,2016,10
58012,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,576,2018,6
80366,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,484,2018,5
68457,"0","0","1","1",9,7,1,NA,"1","1",4,9,"0",NA,NA,2,NA,4,529,2018,1
99672,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,9,NA,NA,324,2017,6
20624,"1","1","1","1",6,NA,1,1,"1","1",2,10,"1",5,NA,8,NA,8,676,2016,7
87225,"0","0","0","0",5,NA,0,2,"0","1",1,10,"0",3,5,9,NA,10,361,2016,5
39529,"0","1","0","1",6,NA,1,0,"1","0",NA,NA,"0",8,9,9,NA,NA,529,2016,3
1887,"0","0","1","1",12,NA,1,3,"1","1",2,7,"1",4,NA,8,NA,5,1024,2016,11
78721,"0","0","0","0",1,15,0,NA,"0","1",1,5,"1",6,NA,9,NA,2,441,2017,6
23577,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,729,2018,5
8134,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,900,2018,7
59980,"1","0","1","0",8,NA,0,0,"1","0",4,7,"1",3,NA,4,NA,1,529,2016,12
40111,"1","0","1","1",4,NA,1,2,"0","1",1,10,"0",2,4,0,NA,8,576,2017,2
97019,"0","0","0","1",3,NA,0,1,"1","1",2,10,"0",5,NA,8,NA,7,361,2016,12
47754,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,6,7,NA,NA,625,2018,7
54560,"1","0","1","1",3,2,0,NA,"0","1",1,10,"1",NA,NA,1,NA,8,576,2018,1
80938,"0","1","0","0",4,NA,0,2,"0","1",1,10,"0",3,6,7,NA,12,484,2017,9
68952,"1","1","1","1",7,NA,0,1,"1","1",2,10,"1",3,NA,9,NA,8,484,2016,12
32889,"1","0","0","0",3,3,0,NA,"0","1",4,8,"0",NA,NA,4,NA,4,676,2018,2
8847,"0","1","0","0",2,NA,0,1,"0","1",1,5,"0",6,6,4,4,5,841,2017,1
21315,"0","0","1","0",2,2,0,NA,"0","1",2,9,"0",2,NA,4,NA,5,729,2017,4
6153,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,3,3,NA,NA,961,2018,7
17129,"1","0","1","0",1,1,1,NA,"0","0",10,10,"0",6,NA,3,NA,0,784,2017,10
61400,"1","0","1","1",2,2,0,NA,"0","1",4,6,"0",NA,NA,9,NA,5,529,2017,11
43522,"0","0","1","1",3,NA,1,1,"1","1",3,8,"1",6,6,5,4,8,576,2016,10
100993,"0","0","0","0",5,5,0,NA,"1","1",5,10,"0",NA,NA,7,NA,3,324,2017,6
75723,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,6,3,4,NA,400,2016,3
42276,"1","0","0","0",3,NA,0,1,"0","1",NA,NA,"0",3,NA,3,NA,NA,576,2016,7
99917,"0","0","0","0",2,0,0,NA,"1","0",2,9,"1",5,7,5,5,7,324,2017,6
85602,"1","0","1","0",3,NA,0,2,"0","1",3,10,"0",7,NA,7,NA,7,400,2016,9
98709,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,361,2017,11
42822,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,625,2018,6
37217,"0","0","0","0",5,4,1,NA,"1","1",2,7,"1",6,7,5,3,6,625,2017,3
69127,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,NA,529,2017,9
98077,"1","1","1","1",3,15,0,NA,"0","1",10,10,"0",NA,NA,3,NA,-2,361,2017,8
25741,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,9,1,NA,676,2017,6
84582,"1","1","0","0",5,2,0,NA,"1","1",3,9,"0",NA,NA,1,NA,4,484,2018,4
2480,"0","1","0","0",4,15,2,NA,"1","1",10,10,"1",NA,NA,3,NA,-1,1089,2018,3
87754,"0","0",NA,NA,7,NA,NA,2,"1","1",NA,NA,"0",4,5,8,NA,NA,361,2016,6
97912,"0","0","0","1",2,NA,0,1,"0","1",4,7,"0",4,7,7,NA,2,361,2017,10
96424,"0","0","0","0",5,4,1,NA,"0","1",3,10,"1",7,4,3,4,8,361,2017,2
18090,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,784,2018,1
69680,"0","1","0","0",5,NA,0,2,"1","1",3,8,"0",4,4,8,3,3,484,2016,12
51634,"1","0","1","1",13,NA,1,1,"1","1",5,9,"1",6,NA,6,NA,4,529,2016,4
100031,"0","0","0","0",3,NA,0,0,"1","0",2,9,"0",6,7,6,3,5,361,2017,11
12303,"0","0","0","1",1,NA,0,1,"0","1",5,8,"1",8,8,5,4,1,841,2017,9
95511,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,400,2018,5
63680,"0","0","0","1",6,3,0,NA,"1","1",4,8,"1",8,NA,6,NA,4,484,2017,3
22441,"0","0","0","1",2,NA,1,1,"1","1",1,6,"0",4,NA,7,NA,7,676,2017,4
63899,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,529,2018,1
101716,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,361,2018,6
56292,"1","0","0","0",5,NA,1,1,"0","1",3,6,"0",5,NA,9,NA,3,576,2017,9
74948,"0","0","0","0",2,0,1,NA,"0","1",1,10,"0",NA,NA,1,NA,7,484,2017,11
18822,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,784,2018,8
5190,"0","0","1","1",6,5,0,NA,"1","1",NA,NA,"0",4,NA,6,NA,NA,900,2017,6
67122,"0","1","0","1",8,0,0,NA,"0","1",8,10,"1",3,NA,8,NA,4,484,2017,3
10720,"0","1","1","1",2,15,0,NA,"0","1",1,8,"1",NA,NA,5,NA,5,841,2017,10
468,"1","1","1","1",7,NA,3,2,"1","1",3,10,"1",6,NA,3,NA,4,1156,2016,9
36234,"1","1","0","1",5,3,0,NA,"1","1",3,9,"0",5,8,5,6,4,625,2017,1
83893,"0","0","1","0",6,6,0,NA,"1","1",3,10,"0",3,NA,7,NA,6,441,2017,3
13687,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,NA,NA,729,2016,3
89881,"0","0","0","1",7,NA,0,1,"1","1",1,10,"0",4,6,8,NA,11,400,2016,11
36725,"0","0","1","0",3,NA,0,2,"0","1",1,6,"1",7,5,8,4,5,576,2016,2
11553,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,841,2017,8
41502,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,676,2018,10
4329,"0","0","0","0",4,NA,2,1,"1","1",2,10,"0",4,5,5,NA,7,900,2016,6
24745,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,2,NA,2,NA,NA,729,2018,7
61752,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,7,NA,NA,576,2018,9
7683,"0","0","1","0",2,NA,1,1,"0","1",2,6,"1",4,7,1,NA,4,784,2016,3
21610,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,784,2018,5
58520,"0","0","0","0",8,NA,1,0,"1","0",1,10,"0",5,5,5,3,4,484,2016,7
47444,"0","0","0","0",3,NA,1,0,"1","0",1,4,"0",6,5,3,2,4,529,2016,6
56222,"1","0","1","1",6,NA,0,12,"1","1",9,9,"1",5,NA,2,NA,2,576,2018,2
9033,"1","0","0","0",3,NA,0,1,"0","1",NA,NA,"0",6,NA,3,NA,NA,784,2016,3
80065,"0","0","1","0",4,2,0,NA,"1","1",10,6,"1",5,NA,2,NA,-4,441,2017,3
47179,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,625,2018,5
17497,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,NA,NA,676,2016,5
4450,"1","0","1","0",1,1,NA,NA,"0","1",NA,NA,"0",NA,NA,0,NA,NA,961,2017,9
101276,"1","0","0","0",4,3,0,NA,"1","1",2,7,"1",6,NA,1,NA,5,324,2017,6
29053,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,729,2018,6
11189,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,3,NA,NA,729,2016,3
99323,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,361,2017,8
11104,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,841,2017,6
98752,"0","0","1","1",8,NA,0,2,"1","1",3,9,"1",7,NA,7,NA,10,361,2017,4
43767,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,5,NA,NA,676,2018,10
25174,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,4,NA,NA,676,2016,9
29778,"0","0","0","1",8,2,0,NA,"1","1",2,10,"1",6,NA,1,NA,8,676,2018,3
75773,"1","1","0","1",3,NA,0,1,"0","1",1,4,"1",6,5,0,2,1,441,2016,12
4994,"0","0","0","0",2,1,1,NA,"1","0",2,8,"0",NA,NA,3,NA,7,961,2018,3
65442,"1","1","0","0",1,15,0,NA,"0","1",1,6,"1",6,2,8,5,7,484,2017,3
68942,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,529,2018,5
57647,"1","1","1","0",3,2,0,NA,"0","1",4,10,"1",7,8,7,6,7,529,2017,3
73407,"0","1","0","1",3,3,0,NA,"0","1",5,9,"0",6,NA,4,NA,3,484,2017,2
87381,"1","0","1","1",4,7,0,NA,"1","1",1,1,"1",NA,NA,0,NA,-3,441,2018,2
62931,"1","0","0","1",1,NA,0,2,"0","1",2,10,"0",4,7,3,NA,7,484,2016,8
24009,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,729,2018,5
59140,"1","0","0","0",3,NA,1,2,"0","1",1,7,"1",4,NA,1,NA,8,484,2016,2
698,"0","0","1","1",3,1,2,NA,"1","1",1,10,"1",4,NA,7,NA,8,1156,2017,6
50225,"0","0","1","1",1,NA,0,0,"0","0",5,8,"0",6,6,8,6,6,529,2016,10
88179,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,441,2018,5
96372,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,0,NA,NA,400,2018,7
72874,"0","0","0","1",3,NA,1,1,"0","1",1,10,"1",4,NA,1,NA,8,441,2016,6
51340,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,NA,NA,576,2017,6
38102,"1","0","1","1",1,NA,0,1,"1","1",3,6,"1",5,NA,7,NA,6,576,2016,2
18795,"0","1","1","1",3,1,2,NA,"1","1",NA,NA,"0",8,NA,3,NA,NA,729,2017,5
20804,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,784,2018,7
38240,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,6,2,NA,NA,676,2018,5
52094,"0","0","1","0",6,NA,0,2,"1","1",2,6,"0",2,NA,5,NA,4,529,2017,1
20688,"0","1","0","0",3,0,3,NA,"1","0",1,10,"0",NA,NA,9,NA,12,784,2018,2
69339,"1","0","1","1",5,NA,1,1,"0","1",1,7,"1",6,7,3,2,8,441,2016,3
58055,"0","0","0","0",4,3,0,NA,"0","1",3,6,"0",5,6,7,3,5,529,2017,7
71751,"0","0","0","0",1,NA,1,0,"1","0",9,10,"0",4,5,9,NA,-1,441,2016,9
100440,"0","0","0","0",2,2,0,NA,"0","1",2,7,"0",NA,NA,7,NA,2,324,2017,8
35073,"0","0","1","1",2,NA,1,1,"1","1",3,6,"0",4,5,4,2,2,625,2017,9
98545,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,400,2018,5
76464,"0","0","0","0",10,NA,0,0,"1","0",1,10,"1",6,NA,8,NA,10,441,2016,4
72009,"1","1","1","1",4,9,NA,NA,"1","1",NA,NA,"0",NA,NA,6,NA,NA,484,2017,6
71997,"0","0","1","1",7,NA,0,1,"1","1",2,9,"0",10,7,0,4,3,484,2017,1
89057,"0","0","0","0",5,NA,0,1,"1","1",1,10,"0",1,NA,7,NA,8,400,2016,9
28950,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,6,NA,NA,729,2018,9
22007,"1","0","1","0",0,NA,1,2,"1","1",2,8,"0",8,5,6,3,8,676,2017,4
6708,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,1,5,NA,900,2017,4
86841,"1","1","0","0",4,NA,1,1,"0","1",1,6,"0",8,NA,9,NA,8,400,2016,8
33831,"0","0","0","1",10,NA,0,1,"1","1",1,10,"0",1,7,2,NA,7,576,2016,5
36870,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,7,2,NA,625,2017,7
83873,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,0,NA,NA,400,2016,10
24477,"1","0","0","1",1,NA,0,3,"0","1",1,10,"0",8,NA,5,NA,9,625,2016,2
32881,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,676,2018,5
28829,"1","1","0","0",4,NA,0,3,"1","1",3,9,"1",4,3,8,NA,4,625,2016,11
45094,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,625,2018,7
61454,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,4,0,3,NA,529,2017,9
50657,"1","0","0","0",3,2,0,NA,"0","1",1,10,"0",NA,NA,7,NA,9,576,2017,12
82438,"0","0","1","1",7,NA,0,2,"0","1",1,10,"0",5,5,8,4,7,400,2016,10
74081,"1","0","0","0",2,1,0,NA,"1","1",2,8,"1",6,7,8,4,7,484,2017,6
33039,"1","0","1","1",4,4,0,NA,"0","1",3,7,"1",8,NA,2,NA,5,625,2017,6
62896,"1","1","0","0",5,NA,0,1,"0","1",2,6,"0",5,6,9,NA,4,529,2017,4
1382,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,1156,2018,5
100389,"0","0","0","0",2,2,1,NA,"0","1",4,10,"1",6,4,9,3,5,324,2017,5
93101,"1","1","0","1",0,NA,0,NA,"0","0",2,6,NA,NA,NA,3,NA,8,441,2018,4
57224,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,576,2018,1
36048,"0","0","0","0",0,NA,2,NA,"0","0",2,4,NA,4,NA,5,NA,4,625,2017,9
92360,"0","1","0","0",5,2,0,NA,"0","1",4,8,"0",NA,NA,0,NA,4,441,2018,2
44668,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,625,2017,11
1634,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,1024,2017,1
44037,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,4,7,NA,NA,529,2016,2
81477,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,3,NA,400,2016,9
87318,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,7,1,3,NA,400,2017,4
58557,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,576,2018,6
72447,"0","0","1","0",9,4,1,NA,"1","1",2,9,"1",NA,NA,8,NA,8,484,2017,10
5899,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,961,2018,8
62553,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,7,2,NA,484,2016,9
92830,"1","0","0","0",4,NA,0,1,"0","1",1,6,"0",6,8,3,3,6,361,2016,10
27868,"0","0","0","0",6,NA,1,0,"1","0",1,10,"1",6,5,0,3,9,729,2018,2
74675,"1","0","1","1",4,NA,0,1,"1","1",4,7,"0",9,6,3,5,2,441,2016,5
23443,"1","0","1","0",2,NA,1,0,"0","0",7,2,"0",2,7,5,NA,-6,625,2016,2
24498,"1","0","0","1",2,NA,1,1,"0","1",1,10,"0",5,NA,5,NA,8,625,2016,2
21926,"0","0","0","1",7,NA,0,3,"1","1",2,9,"0",6,5,7,NA,7,676,2016,7
7030,"0","0","0","0",NA,NA,2,NA,"0","0",NA,NA,"1",6,NA,4,NA,NA,784,2016,2
4577,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,961,2017,11
6832,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,3,NA,NA,961,2018,7
9158,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,784,2016,3
65158,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,484,2017,1
54638,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,2,NA,NA,625,2018,9
93651,"1","0","0","1",3,3,0,NA,"1","1",5,8,"1",NA,NA,1,NA,2,400,2018,2
89801,"1","0","1","1",6,NA,0,2,"0","1",5,8,"1",8,6,1,3,7,400,2016,11
98465,"1","0","0","0",6,NA,0,2,"1","1",1,5,"0",7,5,5,4,5,324,2016,7
35631,"0","0","0","0",4,NA,1,2,"1","1",5,10,"0",5,4,4,4,2,576,2016,2
14760,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,7,5,1,NA,841,2018,10
87758,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,441,2018,2
41376,"0","0","0","0",4,NA,1,1,"0","1",1,7,"0",6,5,5,4,4,576,2016,10
40958,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,NA,625,2017,9
44546,"0","0","1","1",2,NA,0,1,"1","1",4,10,"1",8,NA,4,NA,7,529,2016,2
1220,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,1156,2018,5
58328,"1","0","1","1",5,2,2,NA,"1","1",3,10,"1",NA,NA,8,NA,8,576,2018,1
41659,"1","0","0","0",6,NA,1,1,"1","1",2,4,"1",9,6,2,5,0,529,2016,2
85045,"0","0","0","0",2,0,0,NA,"1","1",5,8,"0",NA,NA,3,NA,4,484,2018,3
23075,"1","1","0","0",5,NA,0,1,"1","1",2,8,"1",9,NA,3,NA,7,676,2016,6
66841,"0","0","0","1",5,NA,0,3,"1","1",5,10,"0",4,NA,3,NA,4,484,2017,3
39478,"1","0","0","0",3,NA,1,0,"1","0",2,10,"1",10,5,4,NA,10,529,2016,3
21177,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,729,2017,9
59086,"0","1","0","0",2,2,1,NA,"0","1",6,10,"1",8,6,3,1,6,529,2017,7
94082,"1","0","0","0",3,NA,0,2,"0","1",5,8,"0",6,NA,3,NA,2,361,2016,7
52033,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,625,2018,5
27521,"0","0","1","1",4,15,0,NA,"1","1",2,8,"1",NA,NA,1,NA,10,729,2018,3
29886,"0","0","0","0",4,NA,1,1,"1","1",1,10,"0",3,NA,7,NA,8,625,2017,1
41921,"1","0","0","0",5,0,0,NA,"1","1",2,10,"0",NA,NA,5,NA,6,625,2018,3
53365,"0","0","1","1",5,3,0,NA,"1","1",3,8,"1",8,6,1,3,2,529,2017,2
18333,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,784,2018,8
64057,"0","0","1","0",7,2,1,NA,"1","1",2,10,"1",5,NA,1,NA,5,529,2017,6
14781,"1","1","0","1",4,NA,2,1,"1","1",1,7,"1",4,4,7,NA,2,729,2016,11
90617,"0","0","0","0",0,NA,0,NA,"0","0",3,6,NA,6,NA,8,NA,2,400,2017,5
28404,"0","0","0","0",4,NA,1,1,"1","1",2,10,"1",7,8,1,4,6,676,2017,4
87709,"0","0","0","0",4,2,1,NA,"1","0",2,5,"0",6,7,1,3,1,400,2017,3
8276,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,900,2018,5
89975,"0","1","1","1",5,NA,0,1,"1","1",4,9,"1",6,5,7,3,7,400,2016,9
16651,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,784,2018,5
46193,"1","0","1","0",0,NA,0,NA,"0","0",3,8,NA,6,NA,4,NA,5,625,2017,10
58037,"1","0","1","0",5,NA,0,1,"1","1",2,5,"1",6,5,2,NA,6,484,2016,5
35514,"0","0","1","1",3,0,2,NA,"0","1",1,8,"1",6,5,3,3,6,625,2017,2
63999,"0","0","0","0",4,NA,1,1,"1","1",3,10,"1",6,7,8,4,6,484,2016,9
33382,"0","1","0","0",5,NA,1,2,"1","1",1,10,"1",4,NA,9,NA,9,576,2016,4
1348,"0","0","1","0",8,NA,1,3,"1","1",1,10,"0",4,5,0,NA,4,1089,2017,9
91827,"1","0","1","1",1,NA,0,1,"1","1",1,10,"1",3,NA,2,NA,10,361,2016,8
16840,"1","0","0","0",5,NA,1,0,"0","0",1,10,"1",6,NA,9,NA,12,676,2016,3
51469,"1","0","1","0",3,3,0,NA,"1","0",1,10,"1",NA,NA,3,NA,5,576,2018,3
30803,"0","0","0","0",8,6,0,NA,"1","1",3,9,"1",4,4,4,1,4,625,2017,1
28032,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,729,2018,8
67871,"0","0","0","0",3,3,0,NA,"0","1",4,10,"1",NA,NA,0,NA,7,529,2017,7
72707,"0","0","1","1",5,NA,1,1,"1","1",1,10,"1",4,5,8,NA,7,441,2016,2
34643,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,6,NA,NA,676,2018,7
44967,"1","0","0","0",4,NA,0,4,"0","1",3,7,"0",7,5,2,4,4,576,2016,8
43737,"1","0","1","1",7,NA,0,1,"1","1",2,9,"1",7,7,5,6,6,529,2016,6
85111,"0","0","0","1",5,NA,1,0,"1","0",3,6,"0",3,5,3,2,8,400,2016,4
