"unid","gender","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","financial_situation_now","financial_situation_5years","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age_squared","survey_year","survey_month"
93420,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,2,NA,NA,441,2018,9
10997,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,4,4,NA,900,2018,7
87340,"0","1","0","0",7,NA,0,1,"1","1",3,6,"0",3,5,3,NA,1,361,2016,4
92831,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,441,2018,5
8952,"1","0","0","0",0,NA,0,NA,"0","0",1,7,NA,6,8,5,4,5,841,2017,2
2108,"0","0","0","0",5,NA,1,1,"1","1",8,10,"0",5,4,2,NA,2,961,2016,9
66115,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,484,2017,5
93996,"0","0","1","0",9,NA,0,2,"1","1",3,9,"0",4,NA,7,NA,6,361,2016,9
20416,"0","1","0","0",7,NA,NA,2,"0","1",NA,NA,NA,9,NA,6,NA,NA,676,2016,3
56957,"0","0","0","0",4,15,0,NA,"0","1",3,6,"0",NA,NA,8,NA,4,576,2017,12
27236,"0","1","0","0",1,1,1,NA,"0","1",1,9,"1",NA,NA,8,NA,9,676,2017,6
68655,"0","0","1","0",0,NA,1,NA,"0","0",1,10,NA,5,NA,6,NA,9,484,2017,6
61321,"1","0","0","0",1,NA,1,NA,"0","0",NA,NA,"1",6,NA,4,NA,NA,484,2016,7
91604,"0","0","0","0",2,NA,0,2,"1","1",2,6,"1",5,5,4,3,5,361,2016,6
74230,"1","1","1","1",5,1,0,NA,"1","1",3,10,"1",NA,NA,3,NA,8,484,2017,10
80255,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,484,2018,7
56553,"0","0","0","0",1,1,1,NA,"0","1",1,4,"1",NA,NA,9,NA,1,576,2017,9
49407,"0","0","1","1",3,NA,0,1,"0","1",5,10,"1",6,7,0,2,4,529,2016,5
19693,"0","0","1","0",5,9,1,NA,"1","1",1,3,"1",2,NA,7,NA,1,729,2017,6
29772,"1","0","0","0",2,NA,1,3,"0","1",2,10,"0",10,8,2,4,7,625,2016,5
43684,"0","0","0","0",3,NA,0,2,"1","1",1,7,"0",5,5,9,NA,6,529,2016,2
42013,"0","0","0","1",2,NA,1,1,"1","1",4,8,"0",6,NA,1,NA,4,625,2017,9
78937,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,8,1,NA,400,2016,4
51192,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,8,9,NA,NA,529,2016,4
35414,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,676,2017,12
47153,"0","0","0","0",4,NA,0,2,"1","1",2,10,"0",7,7,6,NA,3,529,2016,9
66099,"0","0","1","1",5,4,0,NA,"1","1",3,7,"1",NA,NA,9,NA,6,529,2017,10
95627,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,441,2018,8
70529,"1","1","0","1",3,NA,0,2,"1","1",4,8,"1",3,7,3,NA,2,441,2016,2
21651,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,729,2017,10
47239,"0","0","0","0",11,NA,0,3,"1","1",3,8,"1",9,NA,6,NA,7,529,2016,4
93515,"0","0","0","0",7,NA,0,2,"1","1",4,9,"0",6,6,2,3,6,361,2016,12
8091,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,3,9,NA,NA,961,2018,8
100878,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,361,2018,6
32959,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,4,3,NA,676,2017,9
87999,"1","1","0","0",0,NA,1,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,441,2017,9
35506,"0","0","1","1",3,NA,2,1,"0","1",4,7,"1",4,NA,9,NA,0,576,2016,4
82787,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,484,2018,5
91508,"0","1","0","0",7,3,1,NA,"1","1",1,6,"0",9,6,9,3,5,400,2017,2
98646,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,8,1,3,NA,400,2018,3
21372,"0","0","0","0",4,1,0,NA,"1","1",2,9,"1",3,5,2,2,6,676,2017,2
96365,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,400,2018,5
32950,"1","1","0","0",2,NA,0,0,"0","0",3,10,"1",5,NA,4,NA,12,576,2016,5
66864,"1","0","0","1",1,0,0,NA,"0","1",4,9,"0",7,6,2,2,4,484,2017,3
91738,"0","0","1","1",4,2,0,NA,"1","1",2,8,"1",7,NA,3,NA,8,400,2017,6
27469,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,3,7,NA,NA,729,2018,3
90856,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,441,2018,8
24313,"0","0","0","1",4,NA,1,0,"0","0",1,10,"1",3,NA,0,NA,7,625,2016,5
100035,"0","0","0","0",5,4,0,NA,"1","1",1,5,"0",NA,NA,9,NA,3,361,2017,9
25870,"0","0","1","0",1,NA,0,1,"0","1",3,8,"0",6,6,6,4,11,625,2016,5
74958,"1","0","1","1",0,NA,0,0,"0","0",1,9,"0",6,NA,5,NA,11,441,2016,7
4561,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,1024,2018,10
100575,"0","1","0","0",2,0,0,NA,"0","1",1,7,"1",NA,NA,5,NA,3,361,2017,9
22401,"0","0","0","0",2,15,1,NA,"1","1",1,10,"1",4,5,2,3,8,676,2017,2
3710,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,1024,2018,10
87090,"1","0","1","1",8,NA,0,4,"1","1",4,8,"1",7,7,6,7,8,400,2016,6
29961,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,NA,4,NA,NA,729,2018,7
35374,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,5,2,NA,NA,625,2017,4
96880,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,400,2018,5
45384,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,625,2018,5
45399,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,625,2018,5
68668,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,529,2018,2
17537,"1","0","0","0",1,1,1,NA,"0","0",1,10,"1",NA,NA,9,NA,8,784,2018,4
97325,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,400,2018,5
81892,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,441,2017,3
81059,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,NA,NA,441,2017,6
53321,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,576,2017,12
36834,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,676,2018,10
1401,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,1156,2018,8
46254,"1","0","0","0",1,NA,0,0,"1","0",1,3,"0",6,7,1,2,3,625,2017,10
25941,"1","1","1","0",1,NA,0,1,"1","1",8,10,"0",3,7,9,NA,3,676,2017,4
66238,"1","0","1","1",6,NA,0,1,"1","1",1,5,"1",7,5,3,NA,3,441,2016,3
87615,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,400,2016,7
32947,"1","0","1","1",9,NA,3,2,"1","1",2,8,"1",5,NA,1,NA,3,576,2016,2
61634,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,NA,8,NA,NA,484,2016,7
99491,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,6,5,NA,324,2016,11
94335,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,441,2018,8
61294,"0","1","0","0",1,NA,1,0,"1","0",2,8,"0",7,NA,7,NA,5,529,2017,9
96379,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,361,2017,4
29831,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,1,4,NA,729,2018,7
91320,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,NA,NA,400,2017,1
74751,"0","0","0","0",4,NA,0,1,"0","1",4,7,"0",7,7,9,NA,5,441,2016,6
30662,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,4,0,4,NA,729,2018,7
8223,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,961,2018,11
96122,"1","0","0","0",3,3,0,NA,"0","1",3,8,"1",NA,NA,5,NA,8,400,2018,3
50063,"1","1","0","0",2,NA,0,1,"0","1",4,9,"0",3,5,0,4,6,576,2017,8
98438,"0","0","1","0",4,2,0,NA,"1","1",3,5,"0",8,NA,6,NA,1,361,2017,5
85241,"0","0","1","0",3,3,0,NA,"1","1",1,10,"1",NA,NA,5,NA,8,441,2017,9
34820,"0","0","0","0",3,1,0,NA,"0","1",2,8,"0",5,NA,4,NA,9,676,2018,1
57814,"0","0","1","0",4,9,0,NA,"1","1",1,10,"1",NA,NA,8,NA,13,529,2017,8
100716,"0","0","0","0",7,NA,0,2,"0","1",1,7,"0",6,6,3,1,6,361,2017,12
47967,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,7,4,NA,529,2016,3
4939,"0","0","1","1",9,NA,2,2,"1","1",1,6,"1",2,NA,2,NA,6,900,2017,1
72320,"1","0","0","1",9,NA,0,2,"1","1",2,6,"1",6,6,8,6,5,484,2017,1
505,"0","0","0","0",3,1,3,NA,"1","1",3,8,"1",5,NA,8,NA,6,1156,2017,5
89968,"1","0","0","1",2,NA,0,1,"1","1",2,10,"0",7,5,6,5,10,361,2016,6
23877,"0","0","1","1",6,NA,2,1,"0","1",2,10,"0",6,7,9,NA,9,625,2016,3
58799,"0","0","0","0",6,3,1,NA,"1","1",2,6,"0",NA,NA,0,NA,2,529,2017,7
63409,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,576,2018,10
63427,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,576,2018,5
76840,"0","1","0","0",1,1,0,NA,"0","1",5,10,"0",NA,NA,5,NA,4,484,2017,10
20687,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,784,2018,5
32450,"0","0","1","1",4,NA,1,1,"1","1",5,10,"1",5,5,5,2,9,576,2016,5
11341,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,841,2017,12
40203,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,625,2018,3
61022,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,NA,529,2017,1
11977,"0","0","0","0",5,NA,0,2,"1","1",3,9,"0",4,NA,5,NA,9,729,2016,2
58069,"0","0","0","1",6,3,0,NA,"1","1",1,5,"1",NA,NA,0,NA,4,576,2018,1
91988,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,2,NA,NA,361,2016,7
30299,"0","0","1","0",4,2,1,NA,"1","1",3,7,"0",5,5,2,4,3,676,2017,7
28331,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,4,5,2,NA,676,2017,5
83982,"1","0","1","0",6,3,0,NA,"1","1",1,7,"1",NA,NA,4,NA,5,441,2017,7
49764,"1","0","0","1",5,NA,0,1,"1","1",3,8,"0",5,5,3,3,4,529,2016,3
93032,"1","0","0","0",2,NA,0,2,"1","1",1,10,"0",6,4,9,NA,10,361,2016,10
8331,"0","0","0","0",2,NA,1,1,"1","1",1,6,"1",5,NA,8,NA,4,841,2016,9
53026,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,7,5,NA,NA,625,2018,6
40359,"0","1","0","0",1,3,1,NA,"1","1",2,6,"0",NA,NA,5,NA,2,625,2018,1
41179,"1","1","1","0",3,NA,1,2,"0","1",3,8,"0",8,8,8,6,8,576,2016,7
52935,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,2,NA,NA,625,2018,8
73949,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,5,7,4,NA,441,2016,5
60376,"1","0","1","0",4,NA,0,2,"0","1",1,9,"1",5,NA,9,NA,6,484,2016,6
93225,"1","0","0","0",5,NA,0,1,"1","1",3,8,"0",8,6,0,NA,6,400,2017,9
28521,"1","1","0","1",3,2,2,NA,"1","1",1,5,"0",NA,NA,8,NA,4,676,2017,10
18833,"1","1","0","1",5,NA,0,2,"0","1",1,6,"1",8,7,2,3,4,676,2016,2
17342,"0","0","1","0",2,NA,1,0,"1","0",2,7,"1",7,6,4,1,4,729,2016,9
52059,"1","0","0","0",5,NA,0,1,"1","1",2,6,"1",4,NA,6,NA,6,529,2016,9
101627,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,361,2018,5
60065,"0","1","0","0",9,10,1,NA,"1","1",2,9,"0",NA,NA,2,NA,7,576,2018,3
69633,"0","1","0","0",2,NA,0,1,"1","1",1,8,"0",7,5,3,1,6,529,2018,2
98943,"1","0","0","0",4,3,0,NA,"1","1",1,6,"0",NA,NA,9,NA,6,361,2017,12
3557,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1024,2018,3
77444,"0","0","1","0",5,NA,1,0,"1","0",1,10,"1",6,4,2,NA,5,441,2016,8
6496,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,NA,NA,841,2016,5
84735,"1","1","1","1",0,NA,0,NA,"0","0",1,10,NA,5,NA,3,NA,6,441,2017,8
10327,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,900,2018,8
48191,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,6,0,NA,NA,625,2018,5
28802,"0","0","0","0",6,NA,2,2,"1","1",4,6,"0",4,NA,3,NA,1,625,2016,8
75006,"0","0","1","0",3,5,1,NA,"1","0",1,8,"0",NA,NA,3,NA,1,484,2017,11
80664,"1","0","0","1",3,NA,0,1,"1","1",1,8,"0",3,NA,7,NA,7,400,2016,3
79760,"1","0","1","1",12,7,0,NA,"1","1",2,10,"0",7,NA,7,NA,8,441,2017,1
22527,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,10,NA,4,NA,NA,676,2016,9
10907,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,6,1,3,NA,784,2016,9
20935,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,784,2018,8
73470,"0","0","0","1",4,2,0,NA,"1","1",3,10,"0",8,NA,4,NA,4,484,2017,3
84804,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,441,2017,6
73264,"0","0","0","0",2,NA,1,0,"1","0",1,8,"0",7,5,3,5,6,441,2016,7
36420,"0","1","0","0",9,6,1,NA,"1","1",1,9,"1",NA,NA,6,NA,9,676,2018,3
60907,"0","1","0","1",4,3,0,NA,"0","1",1,8,"1",NA,NA,1,NA,8,576,2018,3
12054,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,841,2018,5
12362,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,6,0,5,NA,841,2018,7
24959,"0","0","0","0",0,NA,0,NA,"0","0",5,8,NA,NA,NA,1,NA,6,729,2017,9
75461,"0","0","0","1",2,NA,0,2,"0","1",1,10,"0",2,4,4,NA,8,441,2016,5
49900,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,3,NA,NA,625,2018,10
35664,"0","0","0","1",9,NA,0,2,"1","1",1,10,"0",5,7,1,1,8,625,2016,10
42164,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,625,2018,6
26394,"1","1","1","1",3,3,1,NA,"1","1",4,8,"0",6,NA,9,NA,4,676,2017,4
61821,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,NA,NA,529,2017,3
16201,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,2,NA,2,NA,NA,841,2018,9
23940,"0","0","0","0",1,NA,1,1,"0","1",2,10,"0",4,NA,7,NA,8,676,2017,1
68666,"1","0","0","1",2,2,0,NA,"0","1",4,6,"0",NA,NA,3,NA,2,529,2017,12
32261,"0","0","1","1",5,NA,1,1,"1","1",2,7,"0",2,NA,2,NA,6,625,2016,12
89796,"1","0","0","0",3,NA,0,NA,"0","0",5,10,"0",4,5,9,NA,3,361,2016,6
65812,"0","0","0","1",6,NA,0,3,"1","1",2,10,"0",7,8,0,4,9,484,2016,9
69545,"1","0","1","0",4,3,0,NA,"1","0",3,7,"1",NA,NA,3,NA,6,484,2017,7
19402,"0","0","0","0",0,NA,0,0,"0","0",2,10,"0",2,NA,6,NA,7,729,2016,12
59602,"1","1","1","0",0,NA,0,NA,"0","0",4,10,NA,NA,NA,3,NA,5,576,2017,12
87292,"1","0","1","1",4,2,0,NA,"1","0",1,4,"0",6,5,2,3,8,400,2017,5
51560,"0","0","1","0",6,NA,1,3,"0","1",3,8,"1",5,5,8,NA,3,529,2016,6
68702,"1","0","1","1",4,NA,0,2,"1","1",5,10,"1",5,NA,7,NA,6,441,2016,3
22017,"1","0","1","0",5,NA,0,1,"1","1",4,8,"0",7,5,2,NA,1,676,2016,4
28832,"1","1","1","1",4,3,1,NA,"0","1",9,10,"0",NA,NA,2,NA,0,676,2017,9
10770,"0","0","1","1",5,NA,1,0,"1","0",1,9,"1",3,NA,4,NA,6,841,2017,6
77209,"1","0","0","1",4,NA,0,3,"1","1",1,10,"0",6,4,7,NA,7,484,2017,6
38623,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,676,2018,5
67953,"0","0","0","0",5,NA,1,3,"1","1",2,5,"0",3,NA,8,NA,3,484,2016,9
88596,"1","0","1","1",9,7,0,NA,"1","1",4,3,"1",7,NA,7,NA,-1,400,2017,4
91621,"0","1","0","0",3,NA,1,1,"0","1",1,7,"0",4,5,1,NA,6,400,2016,12
82897,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,9,NA,NA,400,2016,6
22088,"1","0","1","0",3,NA,0,2,"0","1",3,10,"1",8,6,3,4,3,625,2016,3
10569,"0","1","0","0",1,1,0,NA,"0","0",3,6,"0",NA,NA,5,NA,6,841,2017,7
15780,"1","0","1","1",9,NA,0,1,"1","1",1,7,"1",7,NA,0,NA,5,784,2018,1
10917,"0","0","0","0",5,NA,1,0,"1","0",8,10,"0",5,5,8,NA,2,784,2016,6
100653,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,361,2018,7
73459,"1","0","1","0",2,15,0,NA,"0","1",5,9,"1",NA,NA,9,NA,1,529,2018,1
58723,"0","1","0","1",3,3,1,NA,"1","0",2,10,"0",NA,NA,6,NA,8,529,2017,7
81521,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,484,2018,6
20203,"0","0","0","0",3,NA,0,2,"0","1",1,9,"0",6,5,6,1,9,676,2016,11
5504,"0","0","1","0",11,NA,2,1,"1","1",2,8,"0",5,6,1,2,6,841,2016,7
668,"1","0","1","1",3,3,0,NA,"1","1",3,8,"1",4,5,1,3,5,1156,2017,8
52589,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,576,2018,1
3006,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,1089,2018,10
12429,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,900,2018,11
11198,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8,2,NA,784,2016,12
91704,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,441,2018,2
3698,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,1024,2018,5
17971,"1","0","1","1",4,NA,1,2,"0","1",1,7,"1",5,NA,8,NA,10,729,2017,2
14712,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,4,6,1,NA,784,2017,2
761,"0","0","0","1",4,2,2,NA,"1","1",4,9,"1",NA,NA,6,NA,7,1156,2017,6
65119,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,9,4,NA,441,2016,3
85349,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,6,NA,NA,400,2017,2
96783,"0","1","0","0",6,4,0,NA,"1","1",3,6,"0",NA,NA,9,NA,2,361,2017,8
62156,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,1,7,NA,529,2017,1
97132,"0","0","1","1",5,NA,0,2,"1","1",8,10,"0",7,4,1,3,3,400,2018,2
86670,"1","0","0","1",3,NA,0,3,"1","1",2,10,"1",4,NA,2,NA,12,400,2016,10
36102,"0","0","0","0",3,NA,1,1,"1","1",3,6,"1",4,NA,9,NA,3,625,2016,11
85209,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,3,NA,NA,484,2018,10
12030,"1","1","1","1",3,NA,0,2,"0","1",3,10,"1",9,6,4,1,9,784,2017,4
75166,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,529,2018,2
19546,"0","1","1","0",3,1,1,NA,"1","1",8,10,"1",NA,NA,7,NA,2,729,2017,10
59614,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,NA,4,NA,NA,576,2018,7
58975,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,9,4,NA,529,2017,2
9023,"0","1","0","1",0,NA,1,0,"1","0",4,10,"0",4,3,1,NA,5,784,2016,8
19714,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,729,2017,10
10715,"0","0","1","0",2,NA,1,1,"1","1",1,10,"1",3,4,4,NA,12,784,2016,6
100909,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,361,2018,2
44014,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,3,NA,529,2016,5
99898,"1","0","1","0",4,3,0,NA,"1","1",1,5,"0",NA,NA,9,NA,3,361,2017,9
4748,"0","0","0","0",3,NA,2,1,"1","1",NA,NA,"0",5,5,8,NA,NA,841,2016,2
96223,"0","0","1","1",4,NA,0,1,"1","1",2,10,"1",8,NA,5,NA,9,361,2017,2
27341,"0","0","0","0",10,NA,1,1,"1","1",1,5,"0",3,NA,0,NA,6,625,2016,10
15696,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,841,2018,5
77896,"0","0","0","0",9,NA,1,3,"1","1",4,8,"1",6,8,4,3,6,441,2017,5
57474,"1","0","1","0",0,NA,0,0,"0","0",3,6,"0",6,7,8,4,5,484,2016,4
73327,"1","0","0","1",2,NA,1,2,"0","1",3,9,"1",6,5,9,3,6,441,2016,2
38344,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,9,NA,NA,676,2018,9
54679,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,576,2018,5
71265,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,5,NA,484,2017,5
98256,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,361,2017,1
45212,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,625,2017,10
66869,"1","0","0","0",2,3,0,NA,"0","1",10,10,"1",NA,NA,2,NA,-2,529,2018,1
1422,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,1156,2018,5
82678,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,NA,NA,441,2017,2
90448,"0","1","0","0",7,NA,0,2,"1","1",2,9,"0",5,5,0,2,9,400,2016,10
65743,"1","1","0","0",5,NA,0,1,"0","1",3,7,"1",9,NA,1,NA,8,529,2018,1
16286,"0","0","0","0",2,NA,1,1,"1","1",3,10,"1",6,NA,7,NA,3,729,2016,12
86835,"1","0","1","0",1,NA,1,NA,"0","0",NA,NA,"1",6,5,9,3,NA,400,2016,6
54141,"1","0","0","0",3,NA,0,0,"1","0",5,8,"1",6,5,1,3,4,529,2016,12
15006,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,3,NA,NA,841,2018,7
54632,"1","0","0","0",4,NA,0,2,"1","1",1,6,"0",7,6,8,4,6,484,2016,3
71881,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,529,2018,5
51893,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,576,2018,4
63501,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,10,6,0,NA,NA,484,2016,8
4200,"1","0","1","0",15,NA,0,0,"1","0",1,10,"0",5,6,7,NA,8,900,2017,2
1629,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,1089,2018,5
97008,"0","0","0","0",3,NA,1,2,"0","1",3,10,"0",7,NA,6,NA,10,361,2017,9
776,"0","0","0","0",2,1,2,NA,"1","1",1,6,"1",NA,NA,7,NA,6,1156,2018,1
54446,"0","0","0","0",6,NA,0,1,"1","1",4,9,"0",6,7,9,3,4,484,2016,5
71364,"0","0","0","1",2,NA,2,1,"0","1",2,10,"1",5,NA,3,NA,6,484,2017,3
7233,"0","0","0","0",4,0,2,NA,"1","1",1,9,"0",1,NA,3,NA,9,900,2017,10
66270,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,529,2018,3
88898,"0","0","1","1",8,2,0,NA,"1","1",2,8,"0",8,5,4,3,7,400,2017,3
